StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_DuplicateRespondent,intro_description,gender,gender_4_TEXT,age,race,hispanic_origin,education,country_origin,region,1_expert_trust,2_expert_trust,3_expert_trust,4_expert_trust,5_expert_trust,6_expert_trust,attention1,1_health_engagement,2_health_engagement,3_health_engagement,4_health_engagement,5_health_engagement,info_source,info_source_8_TEXT,politics,attention2,bio_meat_exp_timer_First Click,bio_meat_exp_timer_Last Click,bio_meat_exp_timer_Page Submit,bio_meat_exp_timer_Click Count,meat_post_timer_First Click,meat_post_timer_Last Click,meat_post_timer_Page Submit,meat_post_timer_Click Count,attention_meat_exp,meat_exp_accurate,meat_exp_authentic,meat_exp_believable,bio_sleep_timer_First Click,bio_sleep_timer_Last Click,bio_sleep_timer_Page Submit,bio_sleep_timer_Click Count,dm1_timer_First Click,dm1_timer_Last Click,dm1_timer_Page Submit,dm1_timer_Click Count,dmy1_slp_accurate,dmy1_slp_authentic,dmy1_slp_believable,bio_water_timer_First Click,bio_water_timer_Last Click,bio_water_timer_Page Submit,bio_water_timer_Click Count,dmy2_timer_First Click,dmy2_timer_Last Click,dmy2_timer_Page Submit,dmy2_timer_Click Count,dmy2_wt_accurate,dmy2_wt_authentic,dmy2_wt_believable,bio_oil_infl_timer_First Click,bio_oil_infl_timer_Last Click,bio_oil_infl_timer_Page Submit,bio_oil_infl_timer_Click Count,post_oil_timer_First Click,post_oil_timer_Last Click,post_oil_timer_Page Submit,post_oil_timer_Click Count,attention_oil_inf,oil_infl_accurate,post_oil_authentic,post_oil_believable,bio_meat_infl_timer_First Click,bio_meat_infl_timer_Last Click,bio_meat_infl_timer_Page Submit,bio_meat_infl_timer_Click Count,post_meat_timer_First Click,post_meat_timer_Last Click,post_meat_timer_Page Submit,post_meat_timer_Click Count,attention_meat_infl,meat_infl_accurate,meat_infl_authentic,meat_infl_believable,bio_oil_exp_timer_First Click,bio_oil_exp_timer_Last Click,bio_oil_exp_timer_Page Submit,bio_oil_exp_timer_Click Count,post_oil_timer_First Click,post_oil_timer_Last Click,post_oil_timer_Page Submit,post_oil_timer_Click Count,attention_oil_exp,oil_exp_accurate,oil_exp_authentic,oil_exp_believable,SC0,Q_RecaptchaStatus,Q_RecaptchaError,Q_DuplicateRespondentStatus,Q_BallotBoxStuffing,transaction_id,post_meat_source,post_oil_source,condition_sequence,order_pattern,TotalScore,complete
2026-04-02 15:09:12,2026-04-02 15:11:59,0,32.218.245.160,100,166,1,2026-04-02 15:11:59,R_7dJXVUMlYX69wQh,,,,,41.3219,-73.0816,anonymous,EN,0.800000011920929,,4,2,,3,2,2,2,1,1,7,7,7,7,7,7,4,7,7,7,7,7,"1,2,6,5",,1,3,,,,,,,,,,,,,0,0,3.658,0,1.012,7.873,8.415,12,7,7,7,0,0,4.814,0,1.974,5.474,5.944,2,7,7,7,,,,,,,,,,,,,1.872,1.872,8.089,1,1.128,36.978,37.411,7,3,7,7,7,1.47,4.984,5.536,6,2.866,5.01,12.342,3,1,7,7,7,1,complete,,,,2TF1Pr0RlEocz0zud8KaB9,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:09:37,2026-04-02 15:12:14,0,174.251.160.13,100,156,1,2026-04-02 15:12:14,R_1uKAHCTgGKtIxod,,,,,34.1453,-117.3005,anonymous,EN,0.800000011920929,,4,1,,3,1,1,2,1,1,4,4,5,6,2,6,5,6,5,4,2,5,3,,3,4,1.6,1.6,6.238,1,0.945,9.096,11.932,2,1,2,5,4,0,0,3.9,0,1.321,5.273,6.343,3,5,2,4,0,0,6.116,0,0.693,5.789,6.693,2,5,6,3,0,0,5.712,0,0.853,10.032,10.729,3,3,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,3,complete,,,,0yO79UPgzkqA9qlB3GYHcX,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:08:20,2026-04-02 15:12:24,0,164.82.46.5,100,243,1,2026-04-02 15:12:24,R_7Qsz21fBJUymXlL,,,,,38.9091,-77.0203,anonymous,EN,1,,4,1,,2,2,2,2,1,3,7,2,5,7,6,7,4,4,7,7,7,7,"1,2,5",,4,3,,,,,,,,,,,,,0,0,6.721,0,0,0,6.304,0,7,6,7,0,0,4.616,0,0,0,18.178,0,7,7,7,,,,,,,,,,,,,0,0,6.482,0,0,0,11.823,0,2,6,6,5,0,0,6.788,0,0,0,21.054,0,1,7,6,7,1,complete,,,,08O83tMzxVEcj5hTlHlQin,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-02 15:10:01,2026-04-02 15:12:27,0,128.92.95.50,100,145,1,2026-04-02 15:12:28,R_5kM6C8RLujHkUaY,,,,,34.9334,-81.9689,anonymous,EN,0.800000011920929,,4,2,,2,1,1,2,1,3,4,2,2,2,5,2,4,7,5,6,5,6,3,,4,4,1.992,5.3,5.968,6,0.425,6.71,11.148,4,2,4,2,4,0,0,3.896,0,1.012,1.012,5.601,1,4,4,5,0.048,0.9,3.601,2,0.592,5.786,6.155,3,5,2,5,0,0,8.243,0,1.359,2.009,17.146,2,4,3,6,4,,,,,,,,,,,,,,,,,,,,,,,,,3,complete,,,,7A1UnUzBTVd7abKgCqF6nn,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:06:57,2026-04-02 15:12:28,0,72.230.90.154,100,331,1,2026-04-02 15:12:29,R_3Jn05ODDmGGu66i,,,,,43.041,-76.1489,anonymous,EN,0.800000011920929,,4,2,,4,1,2,2,1,2,6,5,7,4,3,7,4,6,6,6,6,6,"2,3,6",,5,3,0,0,6.035,0,2.301,4.548,14.138,3,1,4,5,6,0,0,6.38,0,2.131,8.449,9,3,6,6,6,0,0,4.584,0,0.8,3.779,28.43,2,7,7,7,0,0,5.902,0,1.197,1.197,11.075,1,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,1,complete,,,,2U3f3KEyaEqDAWmqhGeQeM,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-02 15:09:22,2026-04-02 15:12:30,0,63.88.221.36,100,188,1,2026-04-02 15:12:31,R_1HBmrZiIbOE5J2M,,,,,40.6739,-73.9358,anonymous,EN,1,,4,1,,3,1,2,5,1,3,7,7,7,6,4,6,4,7,6,5,6,7,"2,4,6",,6,3,,,,,,,,,,,,,0,0,5.293,0,0,0,6.312,0,7,7,7,0,0,7.014,0,0,0,5.992,0,7,7,7,,,,,,,,,,,,,0,0,6.477,0,0,0,11.541,0,2,4,6,7,0,0,6.289,0,0,0,13.08,0,6,7,7,4,2,complete,,,,2oFvg6TLORYp0kkWndY6PZ,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:10:04,2026-04-02 15:12:35,0,76.200.136.197,100,150,1,2026-04-02 15:12:36,R_7QLVI0d9G3vKJyf,,,,,29.8738,-95.5233,anonymous,EN,0.800000011920929,,4,2,,2,1,2,4,1,3,6,5,6,7,5,6,4,7,7,6,7,6,"3,5",,2,3,0.759,0.759,5.955,1,0.693,12.038,14.6,3,1,7,7,7,1.042,1.555,4.102,2,0.838,5.917,6.302,3,6,6,5,0.663,0.663,5.239,1,0.434,8.287,8.875,5,3,2,1,0.718,0.718,6.5,1,0.352,10.89,11.4,3,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,2I9MnYcyw94sacvmYW0TiI,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-02 15:06:19,2026-04-02 15:12:39,0,172.59.211.58,100,379,1,2026-04-02 15:12:39,R_6oEYX6pDv6iidjM,,,,,40.7597,-74.1836,anonymous,EN,0.800000011920929,,4,2,,3,2,2,2,1,2,5,5,6,5,4,5,4,6,6,6,5,6,"1,2",,4,3,,,,,,,,,,,,,0,0,12.3,0,3.206,9.634,11.127,4,4,4,4,0,0,9.124,0,2.924,6.965,7.539,3,6,6,6,,,,,,,,,,,,,0,0,5.881,0,2.448,10.241,11.528,2,1,5,5,5,0,0,10.847,0,1.811,14.563,15.663,4,1,5,5,5,0,complete,,,,3TghuzcLOxa45vbbyf0lYF,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-02 15:07:10,2026-04-02 15:13:13,0,73.65.120.149,100,363,1,2026-04-02 15:13:14,R_6WQnCb1uDkShvcl,,,,,45.0435,-93.4827,anonymous,EN,0.800000011920929,,4,2,,6,1,2,4,1,1,6,7,7,3,1,5,4,7,7,7,7,6,1,,3,3,,,,,,,,,,,,,0,0,20.149,0,11.402,23.12,35.145,3,7,7,7,0,0,5.788,0,6.978,21.691,22.783,3,7,7,7,,,,,,,,,,,,,0,0,14.357,0,5.714,22.024,23.266,3,1,6,5,7,0,0,9.856,0,4.601,24.805,25.683,4,1,7,7,7,0,complete,,,,1GeNDhbbgouysDOBibWVtT,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-02 15:09:27,2026-04-02 15:13:15,0,136.34.35.171,100,228,1,2026-04-02 15:13:16,R_59tv540oODFEXId,,,,,39.2102,-94.6372,anonymous,EN,0.800000011920929,,4,2,,4,1,2,3,1,1,7,4,7,7,5,7,4,7,6,7,7,7,"1,2,3,4",,4,3,5.033,5.499,5.9,2,3.212,4.378,15.716,3,1,6,7,6,0,0,8.215,0,3.813,12.659,13.392,5,7,7,7,0,0,4.688,0,1.334,9.747,10.363,4,7,7,7,0,0,5.888,0,0.984,11.031,12.024,4,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,4gONhjeTaUYMgfMbtgAs66,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:08:14,2026-04-02 15:13:16,0,174.162.89.64,100,301,1,2026-04-02 15:13:17,R_7LBBIxglieEhJVz,,,,,42.3888,-83.1895,anonymous,EN,1,,4,1,,4,2,2,4,1,1,7,7,6,4,3,6,4,7,7,7,7,5,1,,6,3,,,,,,,,,,,,,0,0,7.601,0,2.721,12.387,13.388,3,6,7,7,0,0,15.646,0,12.96,12.96,14.343,1,6,5,6,,,,,,,,,,,,,0,0,6.502,0,4.565,9.364,11.353,3,5,4,7,7,0,0,14.259,0,5.208,10.899,11.922,6,2,7,7,7,2,complete,,,,4kcs9H5GOFUku5svhcbSKz,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-02 15:08:35,2026-04-02 15:13:26,0,162.84.176.206,100,291,1,2026-04-02 15:13:27,R_1n6HZrUoAWkhrFr,,,,,40.7123,-73.7985,anonymous,EN,0.800000011920929,,4,1,,6,4,2,2,1,2,7,5,7,1,4,7,4,6,5,7,7,7,6,,2,3,,,,,,,,,,,,,0,0,6.742,0,0.802,0.802,6.68,1,5,5,5,0,0,6.047,0,1.878,1.878,11.871,1,6,6,7,,,,,,,,,,,,,0,0,8.284,0,0.03,7.59,11.041,4,2,5,5,5,0,0,9.096,0,0.897,8.275,11.833,2,2,7,7,7,2,complete,,,,2NiKnl2AgDnaUni6vX8XzU,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:09:09,2026-04-02 15:13:32,0,98.217.3.116,100,262,1,2026-04-02 15:13:32,R_5BaPFOC351LvWVj,,,,,42.2546,-71.4564,anonymous,EN,1,,4,2,,3,1,2,2,1,2,6,6,6,4,3,2,4,4,4,4,5,5,1,,3,3,,,,,,,,,,,,,0,0,8.461,0,8.979,8.979,11.7,1,5,5,5,0,0,3.977,0,9.836,9.836,10.55,1,5,4,5,,,,,,,,,,,,,0,0,7.712,0,11.678,11.678,12.449,1,1,3,3,3,5.691,5.691,6.191,1,16.684,16.684,18.089,1,1,5,5,6,0,complete,,,,1H009obtXxVRaJbdwVuo9F,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-02 15:08:37,2026-04-02 15:13:42,0,198.59.47.10,100,305,1,2026-04-02 15:13:43,R_6Wvr6uwCwVc9sw9,,,,,40.5377,-105.0546,anonymous,EN,0.800000011920929,,4,2,,5,1,2,3,1,3,7,7,7,7,7,7,4,7,7,7,7,7,"1,2,6",,6,3,,,,,,,,,,,,,0,0,7.257,0,8.298,8.298,8.621,2,7,7,7,0,0,8.239,0,0.764,0.764,6.174,1,7,7,7,,,,,,,,,,,,,3.399,3.399,6.63,1,0,0,20.997,1,2,7,7,7,0,0,9.674,0,0,0,22.872,1,2,7,7,7,2,complete,,,,2nlsuHOYUYARSa8yh8jfhM,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:09:41,2026-04-02 15:13:43,0,174.229.113.7,100,242,1,2026-04-02 15:13:44,R_55GVKqhaLDmGgNh,,,,,42.0128,-88.0967,anonymous,EN,0.800000011920929,,4,1,,1,2,2,2,1,3,3,3,4,3,5,5,4,6,5,6,5,4,"2,3,4,6",,3,2,,,,,,,,,,,,,0,0,5.996,0,0.596,3.872,6.099,4,3,6,4,0,0,31.677,0,0.615,0.615,5.993,1,5,7,6,,,,,,,,,,,,,0,0,5.896,0,0.626,4.211,10.982,3,4,4,5,5,0.693,1.137,6.041,2,0.385,25.354,25.844,3,6,4,4,2,3,complete,,,,7CuPNkdkEscXIkdfjohaRX,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:13:10,2026-04-02 15:14:10,0,166.198.157.90,100,60,1,2026-04-02 15:14:11,R_6cmTlo71pYgrWhz,,,,,33.7485,-84.3871,anonymous,EN,0.6000000238418579,,4,2,,1,1,2,5,64,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,5H6HbzaiSrJbUXDXdaCiaO,,,,,,
2026-04-02 15:08:58,2026-04-02 15:14:13,0,174.193.80.208,100,314,1,2026-04-02 15:14:13,R_3uLywV4Kd8FePXr,,,,,37.3392,-77.4175,anonymous,EN,1,,4,1,,5,1,2,3,1,3,6,5,6,5,2,4,4,2,2,3,5,5,"1,3,8","Wife who is a Nurse ",4,3,3.59,7.579,9.092,2,3.7,24.93,26.467,3,1,4,5,5,0,0,8.924,0,3.435,10.692,11.781,4,5,4,5,0,0,5.427,0,3.98,4.566,13.943,2,5,3,5,0,0,6.042,0,2.28,21.725,22.87,2,1,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,5W2EUkfrWsKsEMzvcH9JKC,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-02 15:11:36,2026-04-02 15:14:24,0,98.226.192.48,100,168,1,2026-04-02 15:14:24,R_6LPy8SQukzNdAE9,,,,,42.354,-87.8675,anonymous,EN,0.800000011920929,,4,1,,4,1,2,2,1,1,6,6,6,6,6,6,4,6,6,6,5,5,"1,6",,3,3,1.021,1.703,6.031,2,0.53,11.448,12.301,6,1,5,5,6,1.5,1.5,4.051,1,0.601,11.658,12.531,8,7,6,5,1.119,1.119,6.126,1,0.841,0.841,6.702,1,5,6,6,0,0,6.917,0,0.699,7.688,10.969,3,3,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,1,complete,,,,2H7R29x2ICrXhdQaytB9bH,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-02 15:07:04,2026-04-02 15:14:28,0,71.83.42.83,100,443,1,2026-04-02 15:14:29,R_6DqgbjyCbJxYxwM,,,,,42.4984,-88.3281,anonymous,EN,0.8999999761581421,,4,1,,6,1,2,2,1,1,5,5,5,6,1,5,4,2,2,1,4,4,"1,3,8",tv,4,3,0,0,12.021,0,0,0,34.414,0,1,5,6,5,0,0,11.374,0,0,0,39.222,0,6,6,6,0,0,6.169,0,0,0,16.002,0,6,5,6,0,0,8.146,0,0,0,31.357,0,1,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,1TvJLwZGxYtc2D0jOsGQ8N,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-02 15:00:17,2026-04-02 15:14:36,0,73.215.247.198,100,858,1,2026-04-02 15:14:36,R_5mE2Pucwl3egn7I,,,,,40.4327,-74.4197,anonymous,EN,0.800000011920929,,4,1,,6,1,2,6,1,2,6,6,7,3,1,5,4,5,4,3,5,5,"1,5",,4,3,25.101,25.101,34.286,1,0,0,44.265,0,1,5,4,5,0,0,11.062,0,0,0,71.794,0,5,5,4,0,0,11.551,0,0,0,52.776,0,5,4,3,18.655,18.655,36.186,1,0,0,78.314,0,1,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,3INxg7QKYfi3ZMrcdoP2wi,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:11:00,2026-04-02 15:14:44,0,108.199.62.3,100,223,1,2026-04-02 15:14:44,R_1whnBIusojJXmnf,,,,,36.0048,-86.7886,anonymous,EN,1,,4,1,,3,1,2,5,1,3,6,6,6,6,5,6,4,6,6,6,6,6,"3,4,6,5",,7,3,0,0,6.788,0,0,0,12.647,0,1,6,7,6,0,0,5.284,0,0,0,7.795,0,6,5,6,0,0,6.135,0,0,0,16.766,0,6,5,6,0,0,6.933,0,0,0,12.204,0,1,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,4MWHQx7TawfRpcETYaGY5L,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-02 15:10:01,2026-04-02 15:14:52,0,209.129.120.210,100,291,1,2026-04-02 15:14:52,R_5SleVOImmcO4LMC,,,,,36.9428,-120.0826,anonymous,EN,0.800000011920929,,4,2,,4,4,2,4,1,4,6,3,6,4,5,3,4,6,5,6,4,6,6,,4,3,,,,,,,,,,,,,0,0,5.359,0,0,0,60.365,0,6,6,7,0,0,5.581,0,0,0,10.392,0,4,4,3,,,,,,,,,,,,,0,0,11.892,0,0,0,19.787,0,1,6,4,7,0,0,9.931,0,0,0,17.454,0,1,4,6,6,0,complete,,,,5ykPwOyuUtlGAYy7guKFxw,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-02 15:11:31,2026-04-02 15:15:30,0,173.66.188.171,100,238,1,2026-04-02 15:15:30,R_6I1NvXnknuqvD5n,,,,,38.9779,-77.0806,anonymous,EN,0.8999999761581421,,4,2,,6,1,2,5,1,3,6,6,7,5,1,5,4,6,6,5,6,7,1,,5,3,0,0,8.939,0,3.777,8.481,16.521,2,1,4,5,4,0,0,4.312,0,4.182,6.851,10.452,3,6,6,6,0,0,3.7,0,2.484,7.687,8.415,2,6,6,6,0,0,5.898,0,1.208,20.262,21.026,3,1,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,5yGleaCONRCfKNLerYl0tm,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:11:50,2026-04-02 15:15:30,0,174.197.204.80,100,220,1,2026-04-02 15:15:31,R_3tbT0mdGVZt92By,,,,,41.4535,-74.4774,anonymous,EN,0.800000011920929,,4,2,,1,1,2,2,1,2,7,7,7,7,2,2,4,7,7,7,7,6,4,,7,7,,,,,,,,,,,,,1.411,2.661,5.091,3,0.872,1.631,5.988,2,1,1,1,1.579,1.579,3.982,1,0.425,0.941,6.116,2,1,1,1,,,,,,,,,,,,,2.734,3.5,6.281,2,0.655,1.415,10.9,2,1,1,1,1,1.7,4.906,5.785,5,0.883,9.903,10.791,3,6,1,1,1,2,complete,,,,72y8wrnX6UCv8xJOkxBERL,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:11:01,2026-04-02 15:15:49,0,24.192.65.198,100,288,1,2026-04-02 15:15:50,R_36AawCjv8dZd8tz,,,,,42.8627,-84.9153,anonymous,EN,0.8999999761581421,,4,1,,4,1,2,4,1,1,6,5,7,7,6,6,4,7,6,6,6,7,"1,2,3,4",,7,3,,,,,,,,,,,,,0,0,11.703,0,1.3,19.754,20.832,2,5,6,6,0,0,19.68,0,0.733,7.572,8.467,2,7,7,7,,,,,,,,,,,,,0,0,12.598,0,1.043,17.218,17.23,6,1,4,5,5,0,0,6.401,0,0.507,1.14,17.625,2,1,7,7,7,0,complete,,,,1eoYFiOFQLOJLrAEgI8Ppd,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:11:59,2026-04-02 15:15:58,0,199.231.250.189,100,239,1,2026-04-02 15:15:59,R_7BIttDEUuQuMf3X,,,,,44.0597,-121.3157,anonymous,EN,0.800000011920929,,4,1,,4,1,2,5,1,3,5,6,6,6,5,5,4,5,5,6,6,5,"1,2,3,4,6,5",,6,3,,,,,,,,,,,,,8.821,8.821,9.515,1,1.55,1.55,6.596,1,6,4,6,0,0,5.138,0,5.861,5.861,8.122,1,6,5,6,,,,,,,,,,,,,4.786,4.786,6.217,1,2.583,11.778,12.887,3,1,5,6,6,0,0,6.275,0,2.19,10.773,12.745,3,2,5,5,6,1,complete,,,,46NBd8MXzIYTzxy0JJ3WkM,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:12:21,2026-04-02 15:16:00,0,70.21.195.97,100,219,1,2026-04-02 15:16:01,R_5LODvqWZPBD5fLb,,,,,40.6129,-74.416,anonymous,EN,1,,4,2,,5,1,2,4,1,2,6,6,6,3,4,5,4,6,6,7,6,6,"1,3,6",,4,3,,,,,,,,,,,,,6.025,6.025,6.041,1,1.485,6.639,8.56,3,5,4,5,0,0,4.667,0,1.08,8.382,10.1,2,6,5,6,,,,,,,,,,,,,0,0,8.257,0,1.159,12.979,13.765,2,1,2,3,1,0,0,6.089,0,0.882,11.13,12.641,2,1,6,6,6,0,complete,,,,4QdFwalG0hOpJ7n34PfWBp,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-02 15:10:50,2026-04-02 15:16:04,0,174.203.33.29,100,313,1,2026-04-02 15:16:04,R_6S8LOX6dBLIIyho,,,,,30.2686,-89.729,anonymous,EN,0.800000011920929,,4,2,,4,2,2,3,1,3,4,5,5,4,4,5,4,3,5,5,4,5,1,,3,4,,,,,,,,,,,,,3.604,3.604,5.112,1,1.101,6.863,8.005,8,3,4,2,0,0,11.1,0,0.988,4.795,6.937,3,4,3,5,,,,,,,,,,,,,0,0,7.102,0,53.098,53.561,54.767,2,3,4,4,4,0,0,6.346,0,11.092,11.092,18.4,1,3,4,5,3,3,complete,,,,6U58Zz6SUJtl7Y2m7Komrt,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-02 15:12:01,2026-04-02 15:16:17,0,73.144.198.9,100,255,1,2026-04-02 15:16:17,R_7KxOSjQGNdJWEwL,,,,,42.9656,-85.65,anonymous,EN,0.800000011920929,,4,2,,3,1,2,2,1,4,6,6,6,6,6,6,4,6,6,6,6,6,3,,2,7,,,,,,,,,,,,,3.892,3.892,4.648,1,1.079,1.704,6.796,2,1,1,1,4.161,4.887,9.801,2,0.007,0.007,5.971,1,1,7,7,,,,,,,,,,,,,0,0,6.05,0,1.045,11.408,11.8,8,5,1,1,1,3.541,3.541,5.892,1,1.253,1.253,10.946,1,6,2,7,5,3,complete,,,,2tbmheVeXEfMea2TOJ31It,influencer,expert,influencer_meat_expert_oil,tfft,,1
2026-04-02 15:08:52,2026-04-02 15:16:17,0,174.214.48.125,100,445,1,2026-04-02 15:16:18,R_6SBvFMNm817iwpb,,,,,38.8696,-86.4772,anonymous,EN,0.800000011920929,,4,2,,2,"1,2",2,2,1,1,7,7,7,6,7,7,4,7,6,7,6,7,"1,3,4",,7,3,2.44,5.485,6.015,5,0.848,10.47,11.485,6,2,7,7,6,0,0,3.814,0,6.657,7.191,8.511,2,7,7,7,4.157,4.157,4.17,1,0.15,17.65,17.663,5,7,7,7,0.837,4.849,5.932,2,0.475,2.393,11.289,3,4,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,2,complete,,,,6t35GUwCrL4L638jcOfead,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:10:39,2026-04-02 15:16:24,0,166.198.25.45,100,344,1,2026-04-02 15:16:24,R_3Gd3D51n7axiShR,,,,,41.7353,-72.7333,anonymous,EN,0.8999999761581421,,4,2,,4,1,2,5,1,1,4,5,4,4,4,5,4,5,4,4,4,3,4,,5,5,0,0,6.679,0,4.751,15.255,17.201,5,1,4,5,5,0,0,7.601,0,3.637,5.161,7.047,2,5,6,5,0,0,4.853,0,0.735,2.829,11.937,2,5,6,6,0,0,10.29,0,1.783,2.292,11.721,2,4,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,2,complete,,,,3vicZmBtoa16UoTaYO2Zsl,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:11:54,2026-04-02 15:16:33,0,209.184.138.20,100,279,1,2026-04-02 15:16:34,R_5vcTrNWg8uzLhS9,,,,,38.5148,-121.4395,anonymous,EN,0.8999999761581421,,4,2,,5,4,2,2,1,4,5,4,5,3,5,5,4,5,5,6,5,5,"3,4,8","Google search ",7,3,0,0,10.168,0,3.663,11.727,16.784,3,1,7,7,7,0,0,8.737,0,5.741,26.221,26.92,2,7,7,7,0,0,5.152,0,3.443,16.612,17.425,2,7,7,7,6.923,6.923,8.887,1,4.61,5.303,23.295,2,1,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,5bU25bwPFczGJAdETBYcJI,expert,influencer,expert_meat_influencer_oil,tfft,,1
2026-04-02 15:11:46,2026-04-02 15:16:33,0,72.178.60.180,100,287,1,2026-04-02 15:16:34,R_5GCjgtBdC1OpRCp,,,,,31.7703,-106.3006,anonymous,EN,1,,4,2,,4,1,1,4,1,3,6,6,6,7,7,7,4,6,5,6,6,6,4,,2,3,,,,,,,,,,,,,0,0,7.901,0,8.089,19.61,20.888,3,5,5,5,0,0,6.364,0,4.253,7.72,9.653,2,6,7,7,,,,,,,,,,,,,0,0,11.963,0,6.681,6.681,28.84,1,1,7,7,7,0,0,7.343,0,4.435,4.435,16.431,1,1,6,6,6,0,complete,,,,2XTnJfEXj6xixUQMnnIXiW,influencer,expert,influencer_meat_expert_oil,ftft,,1
2026-04-02 15:12:47,2026-04-02 15:16:40,0,73.9.41.69,100,232,1,2026-04-02 15:16:41,R_5CiTGgKyPG3tVOB,,,,,41.5876,-87.3727,anonymous,EN,0.8999999761581421,,4,2,,5,1,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,,1,4,0,0,7.53,0,2.083,5.462,29.748,2,5,4,4,4,0,0,6.512,0,3.141,5.373,6.382,2,4,4,4,0,0,5.52,0,1.571,5.566,6.392,2,4,4,4,0,0,6.035,0,1.013,1.013,11.195,1,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,3,complete,,,,4PhM19DJ3YlZFN8mngK6HK,expert,influencer,expert_meat_influencer_oil,ftft,,1
2026-04-02 15:10:35,2026-04-02 15:16:44,0,99.116.242.177,100,368,1,2026-04-02 15:16:44,R_1uMCxaUkgb9TMhX,,,,,29.5542,-95.7325,anonymous,EN,1,,4,1,,6,1,2,2,1,3,5,4,5,5,1,3,4,5,7,5,5,5,1,,6,3,0,0,6.199,0,0,0,14.638,0,1,2,1,1,0,0,10.042,0,0,0,6.768,0,4,4,4,0,0,5.115,0,0,0,21.452,0,6,6,7,0,0,7.557,0,0,0,48.712,0,1,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,0,complete,,,,29O9FT68IPpmxtXK4yh05x,expert,influencer,expert_meat_influencer_oil,ftft,,1
