ResponseId,Finished,Duration (in seconds),Status,SC0,gender,age,race,hispanic_origin,education,country_origin,region,politics,1_expert_trust,2_expert_trust,3_expert_trust,4_expert_trust,5_expert_trust,6_expert_trust,1_health_engagement,2_health_engagement,3_health_engagement,4_health_engagement,5_health_engagement,info_source,attention1,attention2,attention_meat_exp,attention_oil_inf,attention_meat_infl,attention_oil_exp,Q_RecaptchaScore,Q_DuplicateRespondent,complete,meat_exp_accurate,meat_exp_authentic,meat_exp_believable,dmy1_slp_accurate,dmy1_slp_authentic,dmy1_slp_believable,dmy2_wt_accurate,dmy2_wt_authentic,dmy2_wt_believable,oil_infl_accurate,post_oil_authentic,post_oil_believable,meat_infl_accurate,meat_infl_authentic,meat_infl_believable,oil_exp_accurate,oil_exp_authentic,oil_exp_believable,condition_sequence,order_pattern,post_meat_source,post_oil_source,keep_flag,expert_trust_index,health_engagement_index,meat_exp_cred,meat_infl_cred,meat_cred,oil_exp_cred,oil_infl_cred,oil_cred,age_group
R_3ogPJSh7zPPVBSe,1,45,0,0,2,45-54,1,2,2,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6pVH9FPxboDvjUf,1,27,0,0,1,25-34,1,2,4,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7IT620lkXY0c8zN,1,12,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3EaEXUKeXVY7Pzz,1,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5du8ZJ3XpKrroe7,1,14,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3uJUSBWaZ4LyyPp,1,24,0,0,1,35-44,4,2,2,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_3r7y8yH1iyXTTDW,1,52,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7U6gkW3ewbAONuy,1,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5hKnEWHge55FOCh,1,18,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_53DStDH8QkzTtlf,1,26,0,0,1,25-34,1,1,4,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1US6m1PNU3INy2R,1,17,0,0,1,35-44,1,2,2,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_71h93TKmr03LSUS,1,12,0,0,3,35-44,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_3KvhSPxT0gfXfY5,1,12,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5DKIoUXIcgzRzah,1,27,0,0,2,35-44,1,1,2,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7eJEvDy7vywWNrt,1,24,0,0,2,45-54,4,2,2,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6OJCWdQLeLpQrAR,1,144,0,0,2,45-54,1,1,2,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7WDqsLrJxIvk9fI,1,13,0,0,1,35-44,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_5KWb5syh8EiFrqM,1,21,0,0,2,Under18,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7Xonxhaqu7JK4zW,1,11,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1lDKx2UTgRueKaT,1,220,0,0,2,Under18,1,1,3,1,3,1,7,7,7,1,5,5,6,6,7,6,5,"1,2,4,6",4,3,,,1,1,0.899999976158142,,1,,,,6,5,6,7,6,7,,,,2,3,5,7,7,7,influencer_meat_expert_oil,tfft,influencer,expert,1,5.4,6,,3.33333333333333,3.33333333333333,7,,7,55+
R_3Xfoj5ZIJb0DfDX,1,13,0,0,2,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3ZQZ8yBtCUuxZd3,1,39,0,0,2,45-54,1,1,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_5YxJcJC7zINvVGT,1,24,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7WxpdwKIpG5VXV6,1,44,0,0,1,35-44,1,2,2,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_1g1JqIKMo24EYbM,1,16,0,0,2,35-44,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_3Kflo9OjTEszA75,1,29,0,0,2,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6OIvqHWt0LoCUW1,1,33,0,0,2,35-44,1,1,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_51ppFtyPFTRD1Gw,1,43,0,0,1,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5eK6HGsJ3x7mZbJ,1,16,0,0,2,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3HVgZ0Pl6cMPJcd,1,56,0,0,1,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3AG31rJyM2B1uiG,1,13,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6dt4io5M5pgD3w8,1,14,0,0,2,Under18,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7Ibrwkvm7cnfbzn,1,20,0,0,1,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1vWhu06DP4qBkcx,1,13,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7rLZt0PgfNTVe7e,1,17,0,0,1,Under18,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_1jMcHFY8JjXU7M5,1,20,0,0,2,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5ES92SMfhlMJJbG,1,16,0,0,2,35-44,1,1,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7nJ01ER9ChnCp7q,1,88,0,0,2,35-44,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6uJWyMS8pAVprIE,1,26,0,0,2,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1pW65YSeInOxQuK,1,33,0,0,2,35-44,1,1,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_5CyAfFqdxxVILBF,1,18,0,0,2,25-34,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7V1S0zYc4XRPU6w,1,14,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5ix8mWY6PMpCO7h,1,163,0,0,1,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3gBbGjJjZC2ktFs,1,8,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5wcVR1DIC2A7h5i,1,110,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_74nRuWJwCVQtfNj,1,24,0,0,1,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6hRayKMksqUfNVU,1,38,0,0,1,35-44,1,1,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6zev0YfCrP1Zsyk,1,18,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5vt0ne3V60kOi6B,1,92,0,0,1,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,0.699999988079071,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3uTzUJM9eqIYHe3,1,76,0,0,2,45-54,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_5M1RfOqJr3R30el,1,26,0,0,2,25-34,4,2,2,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7rvUxc3LiHZgEgq,1,19,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7E6U6oYeHzYVBlt,1,88,0,0,1,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7YkPYx0m8fNvbxM,1,36,0,0,1,25-34,1,2,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1Xccg6fxXHRplBi,1,9,0,0,1,25-34,3,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3QH12CjdW0KlwR3,1,22,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7nAxsSn2JtuWpHj,1,500,0,1,1,35-44,1,2,3,1,3,5,7,5,5,5,2,5,5,4,4,5,7,"1,3,6",4,3,,,1,2,0.800000011920929,,1,,,,4,4,5,5,6,6,,,,4,5,5,4,5,6,influencer_meat_expert_oil,ftft,influencer,expert,1,4.8,5,,4.66666666666667,4.66666666666667,5,,5,35-54
R_60jWeJ6NRslNhGa,1,20,0,0,1,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6M9adcsa3vY6DPb,1,29,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6nUYk4H0WvWTXTe,1,17,0,0,2,25-34,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1tigTzyqdV6SKjK,1,48,0,0,2,Under18,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_1TN4RSFRanE5nzj,1,23,0,0,1,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5feXQftIuVikGOV,1,10,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_1TFeAdc1lCssLJg,1,13,0,0,2,Under18,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7YeUvKsYeKsNpmA,1,56,0,0,2,45-54,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_51HBx29ohBQtQtn,1,60,0,0,2,25-34,5,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6xVj6GiGkSqbPek,1,31,0,0,2,45-54,1,1,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7LdSQRyqX1sAybw,1,21,0,0,2,25-34,1,1,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3Lzpp0h2Gn53FcK,1,14,0,0,2,18-24,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3hcLabxx4219TZ1,1,27,0,0,1,Under18,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_77dhYJ8vPN9V9j5,1,36,0,0,2,25-34,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6ksQHwGPwju5stY,1,33,0,0,2,35-44,3,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_5RNVTUG0wwDF81B,1,12,0,0,1,45-54,5,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_1GiM7myek2NIBPP,1,269,0,0,2,Under18,5,1,2,1,4,2,6,5,6,4,3,4,7,5,6,5,7,"1,2,3,4",4,3,1,1,,,1,,1,2,5,7,4,6,7,7,6,6,5,5,6,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,4.8,6,4.66666666666667,,4.66666666666667,,5.33333333333333,5.33333333333333,55+
R_3Dr2aDDpjx6cSy4,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_52HBVrbUl0iHNbr,1,199,0,1,1,18-24,1,1,2,1,3,4,6,7,2,5,7,1,5,3,2,4,6,1,4,4,,,1,1,0.800000011920929,,1,,,,5,7,6,7,4,6,,,,5,7,6,6,3,7,influencer_meat_expert_oil,ftft,influencer,expert,0,5.4,4,,6,6,5.33333333333333,,5.33333333333333,18-34
R_7LBWDm8MEOAjoMy,1,383,0,0,2,25-34,1,1,2,1,3,3,4,5,6,4,4,4,7,7,5,6,6,"1,2",4,3,1,1,,,0.899999976158142,,1,4,4,4,4,4,4,7,7,7,4,4,4,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,4.6,6.2,4,,4,,4,4,18-34
R_6hoTkWBYM437DTA,1,206,0,0,1,18-24,1,1,1,1,4,3,7,5,7,4,2,6,7,7,5,6,7,"1,2,3",4,3,,,1,1,0.800000011920929,,1,,,,3,2,4,5,7,5,,,,4,5,3,4,3,5,influencer_meat_expert_oil,tfft,influencer,expert,1,5,6.4,,4,4,4,,4,18-34
R_3alFR6o6XAluwLf,1,295,0,0,2,35-44,1,1,3,1,2,4,1,1,1,1,1,1,4,7,4,7,7,"1,3",4,3,1,1,,,0.899999976158142,,1,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,1,5.8,4,,4,,4,4,35-54
R_306PihGZcPHHtbS,1,263,0,2,1,25-34,1,1,5,1,2,4,5,5,5,5,4,4,5,4,5,5,4,"1,2",4,3,,,5,6,1,,1,,,,4,4,5,4,4,5,,,,4,4,5,4,4,5,influencer_meat_expert_oil,ftft,influencer,expert,1,4.8,4.6,,4.33333333333333,4.33333333333333,4.33333333333333,,4.33333333333333,18-34
R_3thXbAf78Ly23Yc,1,383,0,0,2,18-24,1,1,2,1,4,1,7,7,7,7,6,7,6,6,6,7,7,"1,2",4,3,,,1,1,0.800000011920929,,1,,,,7,7,7,7,7,7,,,,5,7,6,7,7,7,influencer_meat_expert_oil,tfft,influencer,expert,1,6.8,6.4,,6,6,7,,7,18-34
R_5TYI3N3Q9MhxRUE,1,582,0,2,1,45-54,1,1,5,1,3,6,4,5,6,5,4,5,7,6,7,6,6,"1,2,3,4,6",4,3,2,2,,,0.899999976158142,,1,4,4,5,4,4,4,5,4,5,5,4,5,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,4.8,6.4,4.33333333333333,,4.33333333333333,,4.66666666666667,4.66666666666667,35-54
R_6gzKY0dBv85l7Un,1,424,0,1,1,35-44,1,1,5,1,3,7,7,7,7,7,7,7,7,6,7,6,7,"3,4,5",4,3,1,4,,,1,,1,7,6,6,7,5,5,7,6,6,7,7,6,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,7,6.6,6.33333333333333,,6.33333333333333,,6.66666666666667,6.66666666666667,35-54
R_3e5p8ynZ3wle2Zg,1,610,0,3,2,18-24,1,1,2,1,4,3,6,6,5,7,7,7,5,7,6,6,6,"1,4,6",4,5,,,4,2,1,,1,,,,7,7,7,7,7,7,,,,7,7,7,7,7,7,influencer_meat_expert_oil,tfft,influencer,expert,0,6.2,6,,7,7,7,,7,18-34
R_1qg92AKUbXmJahK,1,1043,0,0,2,18-24,1,1,3,1,3,2,4,5,6,5,1,6,4,3,3,3,3,6,4,3,1,1,,,0.800000011920929,,1,1,1,1,1,1,1,5,4,4,1,1,1,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,4.2,3.2,1,,1,,1,1,18-34
R_50qJvdGPhPNAOE4,1,745,0,1,1,25-34,1,1,5,1,4,6,7,7,7,5,1,5,6,6,6,6,6,"1,2,6",4,3,,,1,6,1,,1,,,,6,5,6,6,5,6,,,,6,6,6,5,5,4,influencer_meat_expert_oil,ftft,influencer,expert,1,5.4,6,,6,6,4.66666666666667,,4.66666666666667,18-34
R_7hbBflrJRvN7cjp,1,801,0,0,2,18-24,1,1,4,1,1,3,7,6,7,6,5,6,6,7,7,6,5,"2,6,5",4,3,1,1,,,1,,1,2,3,3,6,7,4,5,5,7,4,5,4,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,6.2,6.2,2.66666666666667,,2.66666666666667,,4.33333333333333,4.33333333333333,18-34
R_3EFWjt53ghNBlpX,1,1027,0,0,1,25-34,1,1,5,1,4,4,6,7,6,7,2,5,6,6,6,6,6,"1,3,6",4,3,,,1,1,1,,1,,,,4,4,4,5,4,4,,,,6,6,6,7,6,7,influencer_meat_expert_oil,ftft,influencer,expert,1,5.6,6,,6,6,6.66666666666667,,6.66666666666667,18-34
R_50U82s4KQyCqP8j,1,1231,0,2,1,25-34,1,1,5,1,3,4,6,5,6,6,4,6,4,7,4,7,6,"3,4",4,3,,,2,2,1,,1,,,,6,6,6,6,7,7,,,,7,7,7,7,7,7,influencer_meat_expert_oil,tfft,influencer,expert,1,5.4,5.6,,7,7,7,,7,18-34
R_1Umk5IFSMFAWxIl,1,507,0,0,2,Under18,,1,1,1,3,3,5,4,5,4,4,7,4,3,5,4,3,"3,4,6",4,3,1,1,,,0.800000011920929,,1,4,5,6,6,5,5,4,6,3,4,4,5,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,4.4,3.8,5,,5,,4.33333333333333,4.33333333333333,55+
R_19naJRBKUFBKcPM,1,14,0,0,2,35-44,3,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7CRfjt8igBQaTqp,1,2313,0,1,2,35-44,1,1,2,1,3,4,4,4,5,5,3,4,4,4,4,4,4,1,4,3,1,3,,,0.899999976158142,,1,4,4,4,4,4,4,4,4,4,5,5,6,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,4.2,4,4,,4,,5.33333333333333,5.33333333333333,35-54
R_1qV8YaOQUxiiSPh,1,292,0,0,2,25-34,5,1,3,1,3,6,5,6,7,5,3,5,7,7,5,5,5,"1,3",4,3,1,1,,,0.800000011920929,,1,1,1,1,6,7,6,7,6,6,6,4,4,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,5.2,5.8,1,,1,,4.66666666666667,4.66666666666667,18-34
R_1Zu6fhFRDZKzbZT,1,175,0,3,2,35-44,,1,2,1,1,4,3,1,3,3,3,2,4,3,5,4,4,4,5,6,1,2,,,0.800000011920929,,1,2,4,3,2,4,5,7,2,5,2,3,3,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,2.6,4,3,,3,,2.66666666666667,2.66666666666667,35-54
R_1NzdrApaNnykJc6,1,34,0,0,2,18-24,3,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6Xhpg9RrcYDmwyl,1,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7klr0iepvKDHOlr,1,11,0,0,1,25-34,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_72Y0jEDtEdMaT8R,1,67,0,0,1,25-34,1,2,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3MLDgoVG4imxW2l,1,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_326jQhvThCwBkKK,1,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_1jthtIRWqmNbewx,1,16,0,0,2,25-34,1,2,5,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3nIUnGcC6KyhwjV,1,20,0,0,1,35-44,1,2,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_3BzFDO2Gfv96t0V,1,17,0,0,2,25-34,2,2,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_716xosMyyFFVDpQ,1,73,0,0,2,25-34,4,2,1,77,2,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6GUmPLTAZGr8kAq,1,18,0,0,1,Under18,2,1,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_6wnkOr9bibv2uKI,1,15,0,0,1,25-34,2,2,5,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3F6z5gJR5RGD1Jv,1,14,0,0,2,18-24,5,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7O23Our5773MIAp,1,164,0,2,1,25-34,2,2,3,1,3,3,6,4,5,3,6,6,6,5,6,6,4,"3,4",4,3,,,4,2,0.899999976158142,,1,,,,5,5,7,5,6,6,,,,3,5,3,5,4,5,influencer_meat_expert_oil,ftft,influencer,expert,1,4.8,5.4,,3.66666666666667,3.66666666666667,4.66666666666667,,4.66666666666667,18-34
R_3ctODgV0SLkVe2p,1,175,0,1,1,Under18,1,2,3,1,4,7,7,7,6,6,6,6,6,5,6,6,5,"2,3,5",4,3,,,2,1,0.899999976158142,,1,,,,6,6,5,6,5,5,,,,7,6,6,6,4,5,influencer_meat_expert_oil,ftft,influencer,expert,1,6.4,5.6,,6.33333333333333,6.33333333333333,5,,5,55+
R_6q4Ra734PxOFJcY,1,273,0,0,1,25-34,1,2,3,1,3,3,5,4,7,4,1,6,6,5,4,4,4,"1,3,5",4,3,,,1,1,0.899999976158142,,1,,,,4,4,4,4,4,4,,,,4,4,4,7,7,7,influencer_meat_expert_oil,tfft,influencer,expert,1,4.2,4.6,,4,4,7,,7,18-34
R_1LM8gTYF3rYsEzQ,1,261,0,0,2,45-54,1,2,2,1,3,4,5,7,7,4,1,5,7,5,7,6,7,"1,3,6",4,3,,,1,1,0.899999976158142,,1,,,,6,6,6,7,7,7,,,,4,6,6,4,7,5,influencer_meat_expert_oil,tfft,influencer,expert,1,4.8,6.4,,5.33333333333333,5.33333333333333,5.33333333333333,,5.33333333333333,35-54
R_6HRD3xLFmP1kMUy,1,47,0,0,2,25-34,2,2,5,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_58Y9a90YqEdOqFp,1,276,0,1,1,45-54,1,2,3,1,3,6,6,6,6,3,4,5,6,7,6,6,5,"1,6,5",4,3,4,1,,,1,,1,7,6,7,6,6,7,6,6,6,5,6,7,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,5,6,6.66666666666667,,6.66666666666667,,6,6,35-54
